word,part_of_speech,observations,avg_gender_score,p_value
need,VERB,136,0.33889705882352944,0.18893611850191788
correspond,VERB,136,0.31845588235294126,0.06542936492188445
session,NOUN,136,0.4977205882352941,0.022317729279837745
farm,NOUN,136,0.24522058823529413,0.00021278289464153084
requirement,NOUN,136,0.49117647058823505,0.03498488525881972
availability,NOUN,136,0.3522058823529411,0.2550963952378039
resolution,NOUN,136,0.3211764705882354,0.06542936492188445
cruise,NOUN,135,0.23696296296296301,6.418280205107573e-05
stem,NOUN,133,0.37812030075187975,0.7229017606982324
consult,VERB,133,0.29894736842105285,0.016568840655910456
crystallographic,ADJ,133,0.18383458646616554,1.6421752231768175e-07
classification,NOUN,133,0.3345864661654136,0.1555166544133319
h,NOUN,132,0.34030303030303033,0.15521648355334972
person,NOUN,132,0.45734848484848484,0.1814255447035545
biochemical,ADJ,132,0.47530303030303045,0.09030194313389636
drafting,NOUN,132,0.44863636363636367,0.24691236411438852
see,VERB,132,0.32212121212121203,0.07524616959778506
lipid,NOUN,131,0.38770992366412216,0.7892345262822632
can,VERB,131,0.378473282442748,0.6559076719409407
breed,VERB,131,0.2951145038167939,0.015533740599752124
authority,NOUN,131,0.3951145038167939,0.9290061474857843
genetic,NOUN,130,0.2764615384615384,0.0030264323599069626
plate,NOUN,130,0.4233846153846153,0.5303820363234818
cnpq,NOUN,130,0.39623076923076944,1.0
qualitative,ADJ,130,0.708384615384615,8.043019403277604e-13
degree,NOUN,130,0.4637692307692308,0.12729106697358214
invitation,NOUN,129,0.30565891472868223,0.037860059712947175
conceive,VERB,129,0.2851937984496124,0.006822047310657463
genome,ADJ,129,0.274263565891473,0.003862095000507039
potential,ADJ,129,0.302093023255814,0.023934089673241756
reconstruction,NOUN,129,0.29829457364341083,0.023934089673241756
point,NOUN,129,0.3364341085271319,0.17651900631588163
antiserum,NOUN,128,0.18367187499999998,2.556709876847362e-07
dog,NOUN,128,0.46242187500000004,0.12535724392548278
render,VERB,128,0.40351562500000004,0.928187838311185
skin,NOUN,128,0.39507812499999995,1.0
dissection,NOUN,128,0.42921875000000004,0.5280912577481885
delivery,NOUN,127,0.431732283464567,0.5252736197422825
name,NOUN,127,0.2717322834645669,0.003517337859143357
curator,NOUN,127,0.3141732283464566,0.04577999574452782
screen,NOUN,127,0.4235433070866141,0.650057227878472
für,NOUN,127,0.3087401574803149,0.04577999574452782
standard,NOUN,127,0.2250393700787402,3.776555114861743e-05
diagnostic,ADJ,126,0.4447619047619047,0.27420712640234524
examine,VERB,126,0.3395238095238094,0.17202033615902673
guest,NOUN,126,0.12833333333333335,5.115184542180792e-11
property,NOUN,126,0.2275396825396825,5.174864900031884e-05
small,ADJ,126,0.3238095238095239,0.08328096774266548
functional,ADJ,125,0.36904,0.5835881705754331
m,NOUN,125,0.4318400000000001,0.5223685593714165
volunteer,VERB,125,0.47391999999999995,0.0822242818551804
station,NOUN,125,0.33415999999999996,0.14310419904690652
point,VERB,125,0.17336000000000007,6.242648840315349e-08
adult,NOUN,125,0.29616,0.027687211965567664
surface,NOUN,124,0.2530645161290323,0.0008787249936019635
major,ADJ,124,0.3546774193548387,0.31232037805074675
division,NOUN,124,0.25758064516129037,0.0008787249936019635
micrograph,NOUN,124,0.4402419354838709,0.35930782459413413
medium,NOUN,124,0.4570967741935484,0.19927642471445914
contributor,NOUN,124,0.3677419354838709,0.5204697245148969
government,NOUN,123,0.32650406504065044,0.11787399565350626
clinician,NOUN,123,0.5742276422764228,9.673244888474297e-05
gather,VERB,123,0.3897560975609756,0.8537277243872234
chemistry,NOUN,122,0.27836065573770497,0.005259698869881239
step,NOUN,122,0.40836065573770486,0.9262524634055271
lend,VERB,122,0.30893442622950806,0.041455211871136
purify,VERB,122,0.3599180327868852,0.3558657920464082
proteomic,NOUN,122,0.33959016393442626,0.19571544765229287
alignment,NOUN,122,0.2197540983606558,2.542026022627513e-05
p,NOUN,122,0.35491803278688516,0.3558657920464082
train,VERB,122,0.46385245901639355,0.16451023909020848
g,NOUN,121,0.24272727272727274,0.00037945567866596046
chamber,NOUN,121,0.28421487603305795,0.011728855530473797
internal,ADJ,121,0.3609090909090909,0.40352221977448244
surgeon,NOUN,121,0.31983471074380165,0.07705186150335117
candidate,NOUN,121,0.42082644628099175,0.7101400548932839
cmpp,NOUN,121,0.5607438016528926,0.0005230705556617955
optimize,VERB,120,0.3471666666666668,0.2626484488239399
social,ADJ,120,0.41875000000000007,0.6410857148567002
refer,VERB,120,0.4073333333333332,0.9257220929773198
food,NOUN,120,0.4597499999999999,0.16168610634036318
advanced,ADJ,120,0.2934999999999999,0.02458193444243254
honoraria,NOUN,120,0.2075833333333334,8.549558656028077e-06
apply,VERB,119,0.2915966386554622,0.014718808406104105
risk,NOUN,119,0.45033613445378157,0.2616458337246167
thought,NOUN,119,0.3220168067226891,0.11046147647323182
joint,ADJ,119,0.3899159663865546,0.9253570085920322
confirm,VERB,118,0.38881355932203376,0.8506932183739798
get,VERB,118,0.3967796610169492,1.0
transcription,NOUN,118,0.6615254237288136,7.01611125086446e-09
beginning,NOUN,118,0.4058474576271187,0.9252972564470789
administer,VERB,118,0.517542372881356,0.008125385287091611
partnership,NOUN,118,0.3535593220338983,0.3463068182805872
master,NOUN,117,0.5335042735042734,0.0032660465948316656
note,NOUN,117,0.4629914529914529,0.15578542286230823
debt,NOUN,117,0.3877777777777777,0.8505508874618091
v,NOUN,117,0.2458974358974359,0.0004413166384548194
registry,NOUN,116,0.5420689655172414,0.003055732730710588
pathologist,NOUN,116,0.4292241379310346,0.569129782480283
other,NOUN,116,0.3244827586206899,0.10626347855482998
fluorescent,ADJ,115,0.31678260869565206,0.08554014252773459
travel,NOUN,115,0.24921739130434792,0.0007822536949074369
human,NOUN,115,0.3351304347826087,0.1815949157840635
view,NOUN,115,0.35791304347826086,0.44579143671813226
plan,NOUN,115,0.43713043478260866,0.3914157879197485
assess,VERB,115,0.4232173913043477,0.6340380014975833
affiliate,VERB,114,0.45350877192982453,0.2516779256424484
rate,NOUN,114,0.3314035087719298,0.15029895680958022
length,NOUN,114,0.3373684210526316,0.21271036377798194
exceptional,ADJ,114,0.5444736842105261,0.0014681845609099396
gfp,NOUN,114,0.30921052631578955,0.05587781358491003
solution,NOUN,113,0.24681415929203543,0.0006847781316937887
cross,NOUN,113,0.25380530973451326,0.0013859155310890743
particle,NOUN,113,0.24203539823008852,0.0006847781316937887
deceased,ADJ,113,0.3692035398230088,0.5025961208002452
district,NOUN,113,0.38327433628318575,0.8474656593614612
temperature,NOUN,113,0.34318584070796465,0.21242003269411852
evidence,NOUN,113,0.3719469026548672,0.7004307277640544
meticulous,ADJ,113,0.4807079646017698,0.08277037975362311
attend,VERB,112,0.3199999999999999,0.0818633017431541
success,NOUN,112,0.41491071428571435,0.7719893278075758
individual,ADJ,112,0.47276785714285696,0.14688728652149852
proteomic,ADJ,112,0.34812499999999996,0.2470121192114535
practitioner,NOUN,111,0.46423423423423427,0.1742549011011052
body,NOUN,111,0.44576576576576576,0.33200727289558535
modelling,NOUN,111,0.2811711711711712,0.014818343245706984
stimulating,ADJ,111,0.29261261261261245,0.025096031608764197
clarity,NOUN,111,0.34090090090090086,0.20709343989541648
stay,NOUN,111,0.19468468468468464,5.694624832778362e-06
administrator,NOUN,111,0.48171171171171184,0.08051890952037472
day,NOUN,111,0.43792792792792784,0.43778557272951046
representative,NOUN,111,0.4676576576576577,0.1742549011011052
education,NOUN,110,0.4768181818181817,0.09781069299936024
normal,ADJ,110,0.41545454545454535,0.7703469909252567
responsibility,NOUN,110,0.37872727272727275,0.6967732254346605
mef,NOUN,110,0.21009090909090908,5.157491267352825e-05
murine,NOUN,110,0.327909090909091,0.17187278929211589
understand,VERB,110,0.2889999999999999,0.014795798141160688
scoring,NOUN,110,0.4349090909090908,0.4957184697801297
camera,NOUN,110,0.22763636363636372,0.00027121304726467754
reaction,NOUN,110,0.2966363636363636,0.0313781270532562
optimization,NOUN,110,0.2926363636363637,0.0313781270532562
capture,NOUN,109,0.32119266055045875,0.1412039795726521
related,ADJ,109,0.3199082568807339,0.0785634968982383
value,VERB,109,0.3845871559633028,0.7689572413245969
outcome,NOUN,109,0.5462385321100919,0.0022518461408803465
act,VERB,109,0.46798165137614683,0.11820197823639758
none,NOUN,108,0.19999999999999998,1.1352664552801764e-05
guide,NOUN,108,0.3721296296296297,0.6242666818450924
pet,NOUN,108,0.3763888888888887,0.6242666818450924
interface,NOUN,108,0.21388888888888893,7.132556540003697e-05
force,NOUN,108,0.27351851851851855,0.007619706046543578
light,ADJ,108,0.331111111111111,0.14064604848671303
rest,NOUN,107,0.44803738317757014,0.37365019786502685
formatting,NOUN,107,0.6206542056074764,3.9620875057623504e-06
physical,ADJ,107,0.4396261682242991,0.37365019786502685
marker,NOUN,107,0.4151401869158879,0.7669067698309957
synthesize,VERB,107,0.3141121495327102,0.07491160053522175
model,VERB,107,0.20579439252336448,4.0914000754391756e-05
magnetic,ADJ,107,0.3064485981308412,0.04763381044199224
resident,NOUN,107,0.49196261682242987,0.059981746164269004
warm,ADJ,106,0.3966981132075472,0.9999999999999972
regional,ADJ,106,0.30245283018867924,0.05858541473140026
oversee,VERB,106,0.5547169811320755,0.0019197784990641815
oversight,NOUN,106,0.4933018867924529,0.0469177926598153
abstract,NOUN,106,0.509245283018868,0.028796725054081727
chief,ADJ,106,0.2639622641509434,0.002805155655291283
transfer,NOUN,105,0.39114285714285707,1.0
lentiviral,ADJ,105,0.26914285714285724,0.006916491907554385
dissertation,NOUN,105,0.4517142857142856,0.2733149286425885
compilation,NOUN,105,0.45333333333333337,0.2733149286425885
pipeline,NOUN,105,0.2804761904761906,0.012525843954550558
check,NOUN,105,0.44828571428571423,0.2733149286425885
reference,VERB,105,0.5560952380952381,0.0012928367425515778
come,VERB,105,0.2899047619047621,0.02179575751839146
prediction,NOUN,105,0.2517142857142859,0.0018642927873445763
tremendous,ADJ,105,0.48123809523809524,0.09032366581409002
validate,VERB,104,0.4070192307692307,0.841695846377944
eye,NOUN,104,0.3388461538461538,0.26968650266149796
inserm,ADJ,104,0.48048076923076916,0.13194341898986783
base,NOUN,104,0.29355769230769235,0.027279515992772917
change,NOUN,104,0.24721153846153857,0.0012221350664468754
allele,NOUN,104,0.32134615384615395,0.10957430405464876
extract,NOUN,104,0.3722115384615384,0.6161651348061505
synchrotron,NOUN,104,0.30134615384615393,0.045027592545319794
inclusion,NOUN,104,0.5016346153846154,0.034636690022081265
sponsor,NOUN,104,0.46230769230769236,0.19188970174737785
gel,NOUN,103,0.40116504854368923,0.9999999999999972
australian,ADJ,103,0.37242718446601936,0.6158768284567698
illustrate,VERB,103,0.4432038834951458,0.42012938022853885
basis,NOUN,103,0.35456310679611647,0.3660986572551045
country,NOUN,103,0.3966019417475729,0.9201022865312317
fusion,NOUN,103,0.23805825242718445,0.000791347045901115
immense,ADJ,103,0.2659223300970874,0.006241828035808465
supplement,NOUN,103,0.26883495145631064,0.006241828035808465
elegan,VERB,103,0.20155339805825245,1.786655757023346e-05
play,VERB,103,0.4419417475728157,0.42012938022853885
visualization,NOUN,103,0.21407766990291266,0.00011234529100643582
bank,NOUN,102,0.46696078431372545,0.1879653554641309
copyediting,NOUN,102,0.5356862745098039,0.006129367162548058
matter,NOUN,102,0.3036274509803923,0.042387530251449625
courtesy,NOUN,102,0.24431372549019614,0.0007836797716772427
pair,NOUN,102,0.17578431372549017,7.793234148623635e-07
optical,ADJ,102,0.2869607843137255,0.025425114331384932
spend,VERB,102,0.45372549019607844,0.2653825984754753
address,VERB,102,0.30941176470588233,0.06799548824282003
understanding,NOUN,102,0.2686274509803922,0.008123433728199084
deficient,ADJ,102,0.22598039215686272,0.00035716527466255507
nichd,NOUN,102,0.12735294117647056,7.739138964262812e-10
format,NOUN,101,0.37574257425742574,0.6113723884706899
ultrasound,NOUN,101,0.3941584158415842,0.9190798117979351
contact,VERB,101,0.6022772277227725,5.968561099183694e-05
heartfelt,ADJ,101,0.36118811881188123,0.47673033200198184
estimation,NOUN,101,0.20425742574257422,3.6542286153930145e-05
unrestricted,ADJ,101,0.24099009900990095,0.0010522872100886332
micro,ADJ,101,0.27306930693069315,0.008121958057284563
expedition,NOUN,101,0.27366336633663374,0.008121958057284563
phage,NOUN,101,0.29851485148514845,0.05257817392915294
ensure,VERB,101,0.3676237623762377,0.6113723884706899
bird,NOUN,100,0.2637000000000001,0.005595794629691909
element,NOUN,100,0.21720000000000003,0.00012790617156420724
genomic,NOUN,100,0.25459999999999994,0.002874509931834736
land,NOUN,100,0.34519999999999995,0.306332803619604
initiation,NOUN,100,0.34070000000000006,0.306332803619604
influenza,NOUN,100,0.2916,0.031954877805768236
president,NOUN,100,0.29229999999999995,0.031954877805768236
inspiring,ADJ,100,0.21470000000000006,0.00012790617156420724
stable,ADJ,100,0.37650000000000006,0.6826821386241546
et,NOUN,100,0.42230000000000006,0.6101841768031295
mechanical,ADJ,100,0.2205,0.0002981797224526913
target,VERB,99,0.3360606060606062,0.21927675114303052
superb,ADJ,99,0.5392929292929293,0.005276765593750052
schematic,ADJ,99,0.46404040404040403,0.25788558020782637
type,VERB,99,0.7628282828282826,2.5663084982397706e-13
live,ADJ,99,0.38545454545454566,0.9181705333756216
career,NOUN,99,0.3224242424242426,0.10080853373770829
glaxosmithkline,ADJ,99,0.49696969696969695,0.05020410506127937
environmental,ADJ,99,0.38020202020202015,0.7579001818682489
recognition,NOUN,99,0.2701010101010102,0.00728237797149618
variant,NOUN,99,0.3162626262626262,0.10080853373770829
energy,NOUN,99,0.3008080808080808,0.039795288608496
french,ADJ,99,0.42939393939393933,0.5394125898502125
challenge,NOUN,99,0.2973737373737374,0.039795288608496
death,NOUN,98,0.34214285714285714,0.25697264403773645
central,ADJ,98,0.44602040816326516,0.4085520440582208
world,NOUN,98,0.26234693877551024,0.005011916494501799
dear,ADJ,98,0.26959183673469395,0.009460717047321841
farmer,NOUN,98,0.39510204081632644,0.9180755489051503
productive,ADJ,98,0.32010204081632654,0.12156577395612317
graph,NOUN,98,0.3754081632653061,0.6069113101587937
deletion,NOUN,98,0.2750000000000001,0.009460717047321841
summer,NOUN,98,0.3869387755102041,0.757615278647885
chinese,ADJ,98,0.4212244897959183,0.6795607025265982
theoretical,ADJ,98,0.20061224489795923,2.814437033861393e-05
teaching,NOUN,97,0.3497938144329897,0.2997041016729584
introduction,NOUN,97,0.34907216494845356,0.2997041016729584
greenhouse,NOUN,97,0.4327835051546391,0.6039619437039131
score,NOUN,97,0.41092783505154645,0.9173869433497854
syntax,NOUN,97,0.7157731958762892,4.1899340941264604e-10
agency,NOUN,97,0.5040206185567009,0.04829416351164378
graduate,ADJ,97,0.40577319587628863,0.9173869433497854
mathematical,ADJ,96,0.17968749999999997,5.3584117952980395e-06
a,NOUN,96,0.34364583333333343,0.25086814672541585
translator,NOUN,96,0.49499999999999994,0.060487258803996226
van,NOUN,96,0.3965624999999999,0.9999999999999976
mechanism,NOUN,96,0.24937499999999999,0.0016391913839907653
pathway,NOUN,96,0.376875,0.7545075304903393
consulting,NOUN,96,0.38250000000000006,0.7545075304903393
clarify,VERB,96,0.28343749999999995,0.027775717147635652
steering,NOUN,96,0.49812499999999993,0.060487258803996226
license,NOUN,96,0.17937499999999998,5.3584117952980395e-06
exercise,NOUN,96,0.41375,0.8349844350726172
documentation,NOUN,96,0.4684375,0.2110507118177818
chromatography,NOUN,96,0.32937500000000014,0.17451581233468721
timely,ADJ,95,0.3409473684210528,0.29385931167644624
microbiology,NOUN,95,0.4195789473684211,0.7538069072455797
considerable,ADJ,95,0.48136842105263156,0.11665136602869211
storage,NOUN,95,0.4592631578947367,0.25000929289085416
seq,ADJ,95,0.30789473684210517,0.09249805920989762
secretary,NOUN,94,0.8214893617021278,4.519462587240957e-17
memoriam,NOUN,94,0.2545744680851065,0.0029404480031738197
diligent,ADJ,94,0.5361702127659574,0.008058102063525297
throughput,NOUN,94,0.39893617021276595,1.0
meta,ADJ,94,0.3492553191489362,0.29361094183994074
put,VERB,93,0.47763440860215073,0.13727589046118216
cite,VERB,93,0.3472043010752688,0.34118787354312013
transcribe,VERB,93,0.8270967741935484,9.113702394789795e-17
trip,NOUN,93,0.231505376344086,0.0006480480376156056
order,NOUN,93,0.44537634408602145,0.39628710056089367
captain,NOUN,93,0.24591397849462363,0.0019246531371950423
vision,NOUN,93,0.20849462365591404,0.00011440623386056191
informatic,NOUN,92,0.24260869565217397,0.0019086884969935648
same,ADJ,92,0.32217391304347837,0.13531312880200685
double,ADJ,92,0.39489130434782604,1.0
visual,ADJ,92,0.3504347826086956,0.39437625171001756
age,NOUN,92,0.385108695652174,0.8315401124435441
appraisal,NOUN,92,0.3294565217391304,0.20085242518872154
pig,NOUN,92,0.4730434782608696,0.1658523803113449
communicate,VERB,92,0.30717391304347824,0.08757601014018343
antigen,NOUN,91,0.29736263736263735,0.06767319046518303
swedish,ADJ,91,0.4173626373626372,0.8306604967435924
custom,NOUN,91,0.19736263736263734,3.4733527023048515e-05
represent,VERB,91,0.3375824175824177,0.23812428906471772
exchange,NOUN,91,0.3106593406593406,0.10720245433592951
successful,ADJ,90,0.46711111111111103,0.16276348184181152
cd,NOUN,90,0.3093333333333335,0.06752239085811769
estimate,NOUN,90,0.2436666666666667,0.0016280411066288527
kit,NOUN,90,0.4598888888888889,0.23761239056324232
culture,VERB,90,0.5393333333333333,0.009280782077252338
organise,VERB,90,0.5148888888888887,0.030433306069676862
form,VERB,90,0.37044444444444447,0.6664690509638865
taxonomic,ADJ,90,0.29188888888888886,0.040736475854871834
willingness,NOUN,90,0.4746666666666667,0.16276348184181152
appreciative,ADJ,89,0.3695505617977528,0.5176034170934622
propose,VERB,89,0.23202247191011238,0.0010216514978382044
cultivation,NOUN,89,0.5077528089887642,0.03884209061378517
apparatus,NOUN,89,0.22011235955056188,0.00044883831916915846
enrol,VERB,89,0.6344943820224719,1.012785070134524e-05
behavior,NOUN,89,0.30247191011235963,0.05094517566497752
cytometric,ADJ,89,0.4271910112359551,0.5878912656473814
kindly,ADJ,89,0.4099999999999999,0.9137177095708162
such,ADJ,89,0.3187640449438202,0.12989364468234493
keep,VERB,89,0.47550561797752794,0.15823786925431252
lead,NOUN,88,0.3436363636363638,0.32765749790179355
label,VERB,88,0.30806818181818174,0.10192060483586399
comprehensive,ADJ,88,0.42693181818181825,0.6630100506386931
head,VERB,88,0.26000000000000006,0.0060758039620099884
δ,NOUN,88,0.28284090909090903,0.02155257447064536
tracking,NOUN,87,0.31609195402298845,0.1244197113263163
historical,ADJ,87,0.24356321839080475,0.0029787142149196545
position,NOUN,87,0.31287356321839077,0.1244197113263163
host,NOUN,87,0.15689655172413788,8.41933775987032e-07
contract,VERB,87,0.6671264367816092,4.1580660194358774e-07
care,VERB,87,0.4977011494252874,0.06233717998418216
salary,NOUN,87,0.4624137931034483,0.22822798312654943
conceptual,ADJ,87,0.2998850574712643,0.07880860499670972
gas,NOUN,87,0.19839080459770111,0.00010030228544790799
scheme,NOUN,87,0.33896551724137935,0.2731767633100347
professional,NOUN,87,0.5056321839080462,0.06233717998418216
safety,NOUN,87,0.31758620689655176,0.1244197113263163
perspective,NOUN,86,0.37906976744186055,0.7410333375886984
action,NOUN,86,0.4965116279069766,0.07830342007279402
egg,NOUN,86,0.4640697674418605,0.27143161635858204
natural,ADJ,86,0.2859302325581396,0.027663786782594346
leaf,NOUN,86,0.32558139534883723,0.22481340074941522
dynamic,NOUN,86,0.20686046511627898,0.00014383563196375578
veterinarian,NOUN,86,0.5119767441860464,0.03541708401045672
statistician,ADJ,86,0.30476744186046506,0.09738127402950031
treat,VERB,86,0.2877906976744185,0.027663786782594346
scanner,NOUN,86,0.43744186046511624,0.5094650670885713
accuracy,NOUN,86,0.4453488372093023,0.3790342373046079
irradiation,NOUN,86,0.3624418604651163,0.581671624286006
sensor,NOUN,86,0.2384883720930233,0.0018797069148519612
class,NOUN,86,0.4204651162790699,0.6601273815861504
province,NOUN,86,0.3665116279069769,0.581671624286006
learn,VERB,85,0.32835294117647074,0.15104705612996644
therapy,NOUN,85,0.5228235294117647,0.02588826391229348
fragment,NOUN,85,0.3455294117647059,0.37475003093488335
linkage,NOUN,85,0.3575294117647059,0.5057566719478979
cycle,NOUN,85,0.3956470588235293,1.0
chicken,NOUN,85,0.3630588235294117,0.5057566719478979
computation,NOUN,85,0.23400000000000004,0.0011643529673693736
sera,NOUN,85,0.4568235294117648,0.32055261457075723
respect,NOUN,85,0.3143529411764706,0.0971488173929716
mother,NOUN,85,0.5707058823529413,0.0017523460611204994
pressure,NOUN,85,0.3234117647058824,0.15104705612996644
tireless,NOUN,85,0.5144705882352941,0.045127892577754194
let,VERB,84,0.2761904761904762,0.02524465186126016
cardiac,ADJ,84,0.299047619047619,0.07426848511255515
undergraduate,NOUN,84,0.4844047619047619,0.14637858660047115
may,VERB,84,0.39821428571428585,1.0
compliance,NOUN,84,0.6258333333333335,4.4207734907524205e-05
composition,NOUN,84,0.39738095238095233,1.0
herein,NOUN,84,0.3732142857142857,0.6570702455698767
location,NOUN,84,0.23535714285714282,0.0016081575919542845
purpose,NOUN,83,0.28144578313253005,0.03236133913967868
cytokine,NOUN,83,0.5436144578313252,0.006896230298712989
enter,VERB,83,0.5985542168674697,0.0004260491456023714
profiling,NOUN,83,0.31903614457831325,0.14458693156592867
context,NOUN,83,0.2784337349397589,0.03236133913967868
diabetes,NOUN,83,0.45963855421686745,0.26172268296425666
refine,VERB,83,0.42939759036144587,0.6537306859328081
plot,NOUN,83,0.26987951807228916,0.017860238344743082
rice,NOUN,83,0.3893975903614459,0.910943119849609
holder,NOUN,83,0.32421686746987954,0.14458693156592867
designing,NOUN,83,0.28566265060240964,0.03236133913967868
matrix,NOUN,83,0.1789156626506024,1.3758908136665446e-05
appropriate,ADJ,82,0.27865853658536593,0.02323355101404823
reader,NOUN,82,0.3573170731707318,0.4986246241315213
knock,VERB,82,0.25853658536585367,0.01242986360866873
advise,NOUN,82,0.2110975609756097,0.0004029290646174981
regression,NOUN,82,0.25878048780487806,0.01242986360866873
radiation,NOUN,82,0.2626829268292683,0.01242986360866873
volume,NOUN,82,0.24536585365853655,0.004648130660858858
comparative,ADJ,82,0.3369512195121952,0.25886447340204816
result,VERB,82,0.24378048780487813,0.0021780869150467876
friendly,ADJ,82,0.3442682926829268,0.36669972327856415
complex,NOUN,82,0.31646341463414634,0.11333204033032258
amino,NOUN,82,0.41268292682926844,0.9102777938157707
fmri,NOUN,81,0.320740740740741,0.1389656314748814
density,NOUN,81,0.29691358024691356,0.087497788499038
profile,NOUN,81,0.30074074074074064,0.087497788499038
standard,ADJ,81,0.3130864197530864,0.1389656314748814
sit,VERB,81,0.153827160493827,1.915614321556058e-06
enhance,VERB,81,0.22308641975308643,0.0013312024175015594
pediatric,ADJ,81,0.458641975308642,0.2574598881505289
external,ADJ,81,0.42814814814814794,0.6506976682368739
procurement,NOUN,81,0.5358024691358025,0.016420237478404754
gift,VERB,81,0.3328395061728396,0.21090771315126294
mention,VERB,81,0.24604938271604934,0.0029519417620701045
educational,ADJ,81,0.3006172839506173,0.087497788499038
biomedical,ADJ,81,0.6355555555555557,3.08070769049279e-05
affiliation,NOUN,80,0.377875,0.81921840024832
marrow,NOUN,80,0.36774999999999997,0.6475403569636797
associate,NOUN,80,0.4894999999999999,0.1086839409944593
automate,VERB,80,0.31074999999999997,0.08704942270827745
home,NOUN,80,0.526375,0.021607447223816547
photograph,VERB,80,0.25625,0.008228648854268782
qrt,ADJ,80,0.36562500000000003,0.6475403569636797
allocation,NOUN,79,0.23177215189873412,0.002533703353922313
recent,ADJ,79,0.2889873417721519,0.037949372871576084
promote,VERB,79,0.3212658227848102,0.16821173890481295
intensity,NOUN,79,0.15810126582278478,4.429135336261508e-06
relation,NOUN,79,0.36443037974683545,0.4919442702918695
mrna,NOUN,79,0.4329113924050632,0.5652481264123672
cord,NOUN,79,0.5045569620253164,0.08378824347337158
relationship,NOUN,79,0.18518987341772147,4.329771373012958e-05
shape,VERB,79,0.2769620253164557,0.020900001884229667
pioneering,ADJ,79,0.2507594936708861,0.005407054704534129
photographic,ADJ,79,0.2665822784810126,0.020900001884229667
engineer,NOUN,79,0.30620253164556965,0.10749136049569001
immunostaining,NOUN,79,0.5607594936708862,0.0038404239455806424
coordinate,NOUN,79,0.16329113924050634,4.429135336261508e-06
update,VERB,79,0.5710126582278481,0.00178519048630378
malaria,NOUN,79,0.2908860759493671,0.037949372871576084
re,NOUN,79,0.3310126582278481,0.25133107471531946
diagram,NOUN,79,0.3960759493670886,1.0
taxonomy,NOUN,78,0.19166666666666662,6.329148885403417e-05
crystallography,NOUN,78,0.2948717948717948,0.04838069743027337
complex,ADJ,78,0.2960256410256411,0.08194715134882946
investigate,VERB,78,0.28435897435897434,0.04838069743027337
template,NOUN,78,0.31397435897435905,0.1321193377615674
flox,NOUN,78,0.23243589743589738,0.002533076724863879
event,NOUN,78,0.44615384615384596,0.48766192978061085
zebrafish,NOUN,78,0.30525641025641026,0.08194715134882946
spelling,NOUN,78,0.4520512820512819,0.3546387125890743
strong,ADJ,78,0.3365384615384617,0.2981091292752863
vaccine,NOUN,78,0.3823076923076924,0.7291343656268987
exposure,NOUN,78,0.3270512820512821,0.20307945139832873
decision,NOUN,78,0.39448717948717943,0.9081241846563334
theory,NOUN,78,0.19166666666666662,6.329148885403417e-05
release,NOUN,78,0.33320512820512815,0.20307945139832873
isotope,NOUN,78,0.2438461538461538,0.007299126741761063
american,ADJ,77,0.2627272727272728,0.019081337224713828
developer,NOUN,77,0.26935064935064934,0.019081337224713828
pioneer,NOUN,77,0.16610389610389606,6.726001065655713e-06
output,NOUN,77,0.23506493506493503,0.0034287237755618477
retire,VERB,77,0.2662337662337663,0.019081337224713828
multi,ADJ,77,0.33857142857142863,0.3514429544155929
norwegian,ADJ,77,0.3331168831168831,0.2437853976104
provider,NOUN,77,0.4636363636363637,0.29526526282718707
title,NOUN,77,0.4332467532467532,0.5610824786986524
ward,NOUN,77,0.5344155844155843,0.014438185369046237
scholar,NOUN,77,0.37181818181818177,0.6416137515243745
miss,VERB,76,0.4013157894736842,0.9999999999999981
negative,ADJ,76,0.3386842105263158,0.290834414758499
representation,NOUN,76,0.3076315789473684,0.1264949857304757
global,ADJ,76,0.3147368421052632,0.1264949857304757
subsequent,ADJ,76,0.42657894736842106,0.6404521930320706
lecturer,NOUN,76,0.47776315789473695,0.16093443761046555
kindness,NOUN,76,0.37223684210526325,0.7251081809554196
supportive,ADJ,76,0.3730263157894738,0.7251081809554196
finalize,VERB,76,0.4749999999999999,0.16093443761046555
more,ADJ,76,0.3735526315789474,0.7251081809554196
aeruginosa,NOUN,76,0.37447368421052635,0.7251081809554196
fungal,ADJ,76,0.3664473684210527,0.5577150013028853
forest,NOUN,75,0.2217333333333333,0.0012654815748042328
hybridoma,NOUN,75,0.294,0.0769321521668656
repository,NOUN,75,0.3937333333333333,1.0
disclose,VERB,75,0.32466666666666666,0.19588013297478435
realization,NOUN,75,0.3632000000000001,0.5576769961805358
organisation,NOUN,75,0.5141333333333332,0.058050336932576684
resistance,NOUN,75,0.2981333333333333,0.0769321521668656
bibliographic,ADJ,75,0.6353333333333334,7.256248887242811e-05
canadian,ADJ,75,0.3734666666666667,0.813401580574497
spatial,ADJ,75,0.3485333333333333,0.4114296702363399
bacteria,NOUN,74,0.3454054054054055,0.3432483712217253
setting,NOUN,74,0.3871621621621622,0.8129977617641555
reproduce,VERB,74,0.22283783783783787,0.001779529700683004
ad,NOUN,74,0.3206756756756756,0.154263391635672
indispensable,ADJ,74,0.4148648648648649,0.9054528530373543
calibration,NOUN,74,0.2462162162162162,0.008454855939309693
antisera,NOUN,74,0.29040540540540544,0.05679293186613764
