filenamne,Text,keywords
IMA_Fungus/PMC3905942.nxml,"y Biología Aplicada del Segura, CSIC (Murcia, Spain), for soil analyses.",analyses
IMA_Fungus/PMC3905943.nxml,"We thank Erika Ruecker, Institute of Botany, for pericarp sample preparation and we gratefully acknowledge technical assistance by Reinhard Zipper for PCR and for natural infection data records.",data;pcr;sample
IMA_Fungus/PMC3905937.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3905948.nxml,Author J.B.S. would like to thank Michel de Vries for technical support with sequencing.,sequencing
IMA_Fungus/PMC3905946.nxml,"We thank the herbaria BCN, K, L, MA-Fungi, OSC, and Alan D. Parker (Fungi of Wisconsin) for loan of specimens used in this and in our previous studies; especially to E for permission to perform molecular analyses of E-00159977 (our Morgan sample).",analyses;sample
IMA_Fungus/PMC3905939.nxml,Hai Nguyen prepared the GenBank submission and Johnny Ni formatted the Thailand 454 data.,data
IMA_Fungus/PMC3719198.nxml,"I thank Andrew M. Minnis (Center for Forest Mycology Research, Madison, USA) for nomenclatural advice, Anna Łatkiewicz (Kraków, Poland) for her assistance with the SEM micrographs, and the curators of DAOM, S, and WRSL for the loan of specimens.",sem
IMA_Fungus/PMC3719210.nxml,"R.S. is indebted to Tiger Trust, India, for organising a two- day Workshop on Tiger Conservation at Tiger Lodge, near Bhandhavgarh National Park, that made the collection of soil samples possible, to Madan L. Sharma (Regional Sophisticated Instrumentation Centre, Panjab University, Chandigarh) and Sugat V. Shende (SEM Facility, Department of Physics, University of Pune, Pune) for assistance with the scanning electron microscopy.",microscopy;scanning;sem
IMA_Fungus/PMC3719199.nxml,"We are grateful to Bryan Shearer, Sarah Barrett, Chris Dunne, Richard Fairman, Malcolm Grant, Eddie Lim, Peter Scott, and Meridith Spencer for assistance in isolate collection, Diane White for sequencing, Louise Ratcliff for inoculation and harvesting assistance and Jane Crane for reviewing an earlier version of the manuscript.",sequencing
IMA_Fungus/PMC3719201.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification, and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3719202.nxml,We also thank Mr. Alan Hall of the microscopy unit of the University of Pretoria for the SEM photos of the urediniospores.,microscopy;sem
IMA_Fungus/PMC3719200.nxml,"I sequence data for several  Phytophthora aquimorbida, P. hydropathica, P. irrigate,  and  P. parsiana.",data
IMA_Fungus/PMC3719204.nxml,"We thank Michael Weiß, Sigisfredo Garnica, and Robert Bauer (Tübingen, Germany) for providing facilities for molecular analyses, Günther Deml (Braunschweig, Germany) for sending rare literature, the Curators of herbaria: Markus Scholler (KR-M), and Kálmán Vánky (H.U.V.) for loan of specimens, Anna and Michał Ronikier (Kraków, Poland) for collecting material, and Anna Łatkiewicz (Kraków, Poland) for her help with the SEM pictures.",analyses;sem
IMA_Fungus/PMC3719208.nxml,"The aid of Klaus Ide (BIS, Leverkusen, Germany) with performing SEM is gratefully acknowledged, as is the help of the curators at C, E, HMAS, K, and QCNE.",sem
IMA_Fungus/PMC4107892.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC4107899.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3719209.nxml,"We are deeply grateful to SUT Research Center for Microbial Cultures for Food and Bioplastics Production, and Narumol Mothong for supporting and assisting with the DNA work.",dna
IMA_Fungus/PMC4329319.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), Mieke Starink-Willemse (DNA isolation, amplification and sequencing), and Emma Hultén (macroscopic photographs of  Gremmenia infestans ) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3539319.nxml,"We thank Filomena Epifani (ISPA-CNR) for his valuable technical help in growing, DNA extraction, and sequencing of the fungal strains.",dna;sequencing
IMA_Fungus/PMC5493537.nxml,Scanning electron micrographs of  E. bartlettii  ascospores were produced at the N.C. Brown Center for Ultrastructure studies using a JEOL JSM-5800LV scanning electron microscope by Austin Frewert.,scanning
IMA_Fungus/PMC5493529.nxml,We thank Anna Łatkiewicz (Kraków) for technical help with scanning electron microscopy.,microscopy;scanning
IMA_Fungus/PMC5493539.nxml,"We extend our thanks to the Universidade Federal de Pernambuco and to the technical staff, Eliane Silva-Nogueira and Luan Amim from the URM Culture Collection, and to Marjan Vermaas, Arien van Iperen and Mieke Starink-Willemse from the Westerdijk Fungal Biodiversity Institute.",culture
IMA_Fungus/PMC5493540.nxml,"JBT is grateful to the Microbiology Molecular Technologies Laboratory (MMTL) group of ORDC-AAFC, Ottawa, for processing DNA sequencing, and Keith A. Seifert for his comments on this manuscript.",dna;sequencing
IMA_Fungus/PMC6048562.nxml,We want to thank Bagdevi Mishra for the opportunity to use TrEase ( thines-lab@senckenberg.de/trease ) for phylogenetic analysis.,analysis
IMA_Fungus/PMC6048562.nxml,"Furthermore, we are grateful to Y.-J. Choi for help with the primer design for an internal ITS primer and to Reuel Bennett for proof-reading an initial draft of the manuscript.",design;primer
IMA_Fungus/PMC6048566.nxml,"We are indepted to Paul M. Kirk and Conrad L. Schoch for providing data from  Index Fungorum  and GenBank, respectively.",data
IMA_Fungus/PMC6048566.nxml,Travis Adkins kindly supplied fungal culture numbers for the NRRL.,culture
IMA_Fungus/PMC6048566.nxml,Daniel Lindner is thanked for providing raw data from the study on intragenomic ITS variation in  Laetiporus sulphureus .,data
IMA_Fungus/PMC6048574.nxml,"We also thank Ivana Borovičková for technical assistance in obtaining the molecular data, and Alena Kubátová for preparation of specimens for electron microscopy, as well as Orlando Cáceres, Lukáš Janošík and Petr Zehnálek for assistance in the field.",data;microscopy
IMA_J_Appl_Math/PMC4816497.nxml,"The authors acknowledge useful discussions with R. W. Ogden, FRS, C. McComb, who assisted in acquiring the imaging data for the healthy subject, and H. M. Wang, who developed the initial implementation of the ABAQUS-based LV model.",data;imaging
IMA_J_Appl_Math/PMC4816497.nxml,All simulations were performed at the School of Mathematics and Statistics at the University of Glasgow using Linux servers with dual six-core Intel Xeon X5650 2.67 GHz CPUs and 32 GB RAM.,statistics
ISME_J/PMC4303625.nxml,We thank Alastair Bewsher for his help with the IC data.,data
ISME_J/PMC2764841.nxml,"We also wish to acknowledge Dr. Eva Top for advice on methods for DNA isolation, Richard Pendegraft for help with statistical analyses, and Dr. Matthias Zielke, Dr. Stefano Ventura and Silvia Turichia for their assistance in the field.",analyses;dna;statistical
ISME_J/PMC3105771.nxml,We thank David Harris and members of the sequencing team at the Wellcome Trust Sanger Institute for generating the sequences.,sequencing
ISME_J/PMC3105769.nxml,The authors would like to thank Professor Jan Kok from the Rijksuniversiteit Groningen for kindly supplying strain  L. lactis  MG610.,strain
ISME_J/PMC3160684.nxml,RAF and JPZ recognize the helpful suggestions and advice by J Montoya and C Mahaffey in the data processing and D Karl for his helpful suggestions on our manuscript preparation.,data
ISME_J/PMC3160686.nxml,"We thank Geoff A Codd for the microcystin gravimetrical standards, Marion Meima for technical support with the quantitative PCR, and the reviewers for their helpful comments on the manuscript.",pcr
ISME_J/PMC3309351.nxml,"We thank Mitchell Sogin, Linda Amaral-Zettler, Hilary Morrison and Katerina Andreishcheva at the MBL (Woods Hole) for their assistance with 454 massively parallel tag sequencing.",sequencing
ISME_J/PMC3400417.nxml,"We thank Christopher Quince, Anders Andersson, Gabriel Singer, Michael Forisch and the Computational Systems Biology Department for their help with data analysis.",analysis;data
ISME_J/PMC3400407.nxml,"We thank Colin Bohannan, Adam Burns, Ed Clark, Mitzi Liu, Gwynhwyfer Mhuireach and Tim O'Connor for assistance with sample collection and processing.",sample
ISME_J/PMC3504966.nxml,We thank Galina Streshiskaya for peptidoglycan analyses.,analyses
ISME_J/PMC3260500.nxml,"We would like to thank Dr KR Clarke for providing extensive expertize in statistical modelling, and Margaret Hughes for providing the pyrosequencing technical support.",statistical
ISME_J/PMC3260511.nxml,"We thank Alex Krusche (CENA, USP) for the logistical support, Telma A Monezi (ICB-USP) for technical support, Jonismar Souza, Alice Plaskievicz and Anthony Lopes (INPA), and Patricia Garrafa and Bernardo Gimenes (ICB—USP) for the valuable help during the sample collection and processing.",sample
ISME_J/PMC3379640.nxml,"We wish to thank David Ginsburg for his assistance with the  B4galnt2 −/−  mice, Philipp Rausch, Ateequr Rehman and Sri Girish Srivinasa Murthy for helpful discussions and assistance in data analysis, and Silke Carstensen for excellent technical assistance.",analysis;data;mice
ISME_J/PMC3280144.nxml,"We acknowledge Martina Alisch, Marianne Jacob, Susanne Menger and Shalin Seebah for great assistance with Sylt sampling and help with sample processing.",sample
ISME_J/PMC3280144.nxml,We thank Rafael Stiens for cell microscopy.,cell;microscopy
ISME_J/PMC3329107.nxml,We thank members of the Fierer lab and three anonymous reviewers for valuable comments on previous drafts of this manuscript and Joe Jones at Engencore for his help with the 454 sequencing.,sequencing
ISME_J/PMC3329107.nxml,"We thank the members of the CC LTER, including David Tilman and Linda Kinkel, and the members of KBS LTER, particularly Jay Lennon and Zach Aanderud, for assisting with sample collection.",sample
ISME_J/PMC3475374.nxml,"We thank Professor Michael J McInerney (University of Okhlahoma) for valuable discussion and review of an earlier draft of this paper, Dr Christopher Petzold (LBNL) for help with iTRAQ data analysis on Protein Pilot and Jason Baumohl (LBNL) for help with submitting data to the GEO database.",analysis;data;protein
ISME_J/PMC3603391.nxml,We would like to thank MZ Khodaie and K Jensen for valuable input in the statistical and computational analysis of the data.,analysis;data;statistical
ISME_J/PMC3660681.nxml,"The authors thank Amy Raymond, Kateri Atkins, Tom Edwards and the Molecular Biology, Protein Purification and Crystallization Core Groups at Emerald Biostructures for their contributions, Nao Hisakawa for GIS mapping and Abigail Salyers for helpful discussions.",protein
ISME_J/PMC3721115.nxml,"We thank the crews of the RV Thomas G Thompson and the ROV JASON II, C DiPerna and P Meneses for assisting with the design and building of the ISMASH and J Dang for assistance with sample processing.",design;sample
ISME_J/PMC3721115.nxml,"We also thank J Bryant, R Barry and T Palden for their help in complementary DNA preparation and pyrosequencing and J Delaney, C Cavanaugh, A Knoll and C Marx for their helpful comments and editing that improved this article.",dna
ISME_J/PMC3721122.nxml,We thank C. Baranyi for sharing his knowledge about statistics.,statistics
ISME_J/PMC3834856.nxml,"We are grateful to Simone Cerioni, Sandro Mariani and Jan Bauermeister for assistance with fieldwork; Alessandro Montanari for logistic support and laboratory facilities at the Osservatorio Geologico di Coldigioco; Saer Samanipour and Paolo Passamonti for help with the initial trials of the acetylene reduction assay; Andreas Brune and Katja Meuser for the GC-FID facility; Jens Dyckmans and Reinhard Langel for stable isotope analyses; Melanie Heinemann and Pia Sternisek for excellent technical assistance; Jean-François Flot and Jan Bauermeister for the DNA extracts ( Niphargus  spp.",dna
ISME_J/PMC3834856.nxml,"We also thank Victoria Bertics for sharing the porosity and density data of the sediment from her study, and Jennifer Macalady for help with the identification of  Beggiatoa  biofilm during a field trip.",data
ISME_J/PMC3554415.nxml,We thank Christoph Bayer for bioinformatic support and Susanne Liebner for help with sequence analysis and phylogeny.,analysis
ISME_J/PMC3554415.nxml,We thank Ali Hahn for high pressure liquid chromatography analyses.,analyses;chromatography
ISME_J/PMC3526179.nxml,We thank Todd Miller for collecting the lake water sample used to recover the SAG sequence.,sample
ISME_J/PMC3526184.nxml,"We also thank Professor Michail M Yakimov, Jesús Tornés and Michael Richter for assistance in the bacterial diversity analyses.",analyses
ISME_J/PMC4303630.nxml,"Soon Lee, Peter Morrison-Whittle and Velimir Gayevskiy assisted with sample collection and processing.",sample
ISME_J/PMC3578568.nxml,"We acknowledge GO Walker for assistance with sampling, CR Schvarcz for providing an RNA virus isolate for assay testing, and Shulei Sun and the Broad Institute for assistance with the processing and sequencing of the metagenomes.",assay;rna;sequencing;virus
ISME_J/PMC3635229.nxml,G. Salazar is thanked for assistance with  R  analyses.,analyses
ISME_J/PMC4303628.nxml,We thank Eric Maria and Louise Oriol for assisting with the collection and analysis of samples for the physical and chemical parameters over the time-series.,analysis;chemical
ISME_J/PMC3806269.nxml,We also want to thank Associate/Professor Noel Davies for performing the HPLC analysis.,analysis;hplc
ISME_J/PMC3960541.nxml,"We thank Gail Ackermann and Doug Wendel for their help with metadata compliance and data submission, and Jeremy Ramsey and A Elizabeth Nichols for their assistance in collecting samples.",data
ISME_J/PMC3960535.nxml,"We gratefully acknowledge provision of the  w MelPop-CLA-infected RML-12 cell line and pre-publication access to genomic data for  w MelPop-CLA by Megan Woolfit, Iñaki Iturbe-Ormaetxe and Scott O'Neill (Monash University).",cell;data
ISME_J/PMC3960535.nxml,"We also thank Pia Koldkjær and Margaret Hughes (Centre for Genomic Research) for performing the RNA library preparations, and Sujai Kumar, Charlotte Repton and Mark Blaxter (University of Edinburgh) for permission to use the  w Ls and  w Di genome assemblies in our orthologous cluster analysis.",analysis;rna
ISME_J/PMC4579477.nxml,"Thanks to Kirsty Wallis and Sarah Johnston for helping with field work, to Dai Parfitt for assisting with DNA extractions of unidentified fungi and to Cardiff Council Parks Department for felling branches.",dna
ISME_J/PMC3906813.nxml,"In particular, we thank Karl Schiffmacher and Marie Robert for assistance with data collection; Alyse Hawley, David Walsh, Olena Shevchuk and Charles Howes for assistance with data analysis; Martin Krzywinski and Salvador Ramirez for assistance with data visualization; and all members of the Hallam Lab for helpful comments along the way.",data
ISME_J/PMC3869008.nxml,"We thank New Heaven Dive School, Koh Tao for logistics and Chad Scott and Caroline Leuba for invaluable help during sample collection in Thailand.",sample
ISME_J/PMC3869008.nxml,"Furthermore, we thank Todd DeSantis and SecondGenome, Inc. for discussion and support regarding PhyloChip data structure and transformation.",data
ISME_J/PMC4069401.nxml,"We express our thanks to M Richter for assistance with the JCoast program, to BM Fuchs for provision of the ‘ G. forsetii ' strain, to F Simonato for experimental growth studies with ‘ G. forsetii ' and appreciate the support in genomic analysis by JF Kabisch.",analysis;strain
ISME_J/PMC4069389.nxml,We thank Dr Nicolás Pinel for providing the data set for analyzing the taxonomic structure of the terrestrial bacteria and Dr Nicolas Galtier and Dr Konstantinos T Konstantinidis for helpful and constructive discussions on this work.,data
ISME_J/PMC4069396.nxml,We are thankful for the help of Yvette Piceno and Francine Reid with sampling and sample sectioning.,sample
ISME_J/PMC4030236.nxml,"We thank Professor Antonio M Gil Serrano, Departamento de Química Orgánica, Universidad de Sevilla (Spain) for the analysis of sugar composition of B1 and B2 macroscopic growths.",analysis
ISME_J/PMC4030236.nxml,"We also thank Professor Peter Golyshin and Dr Michail Yakimov for their excellent support in relation to the critical revision of the manuscript and the analysis of metabolic capacities, respectively.",analysis
ISME_J/PMC4030223.nxml,"We gratefully acknowledge the provision of sediment samples by Jan Amend, Gail Lee Arnold, Carol Arnosti, Elisa Bayraktarov, Antje Boetius, Gerhard Bohrmann, Ellen Damm, Steve D'Hondt, Tim Ferdelman, Moritz Holtappels, Lars Holmkvist, Sabine Kasten, Martin Krüger, Connie Lovejoy, Maren Nickel, Aude Picard, Roy Price, Nils Risgaard-Petersen, Alberto Robador, Søren Rysgaard, Joanna Sawicka, Verona Vandieken, and Thorsten Wilhelm.",elisa
ISME_J/PMC4030226.nxml,"We would like to thank Clarence C Lee and Timothy T Harkins from the Advance Applications Group, and Life Technologies for generously providing sequence data with Ion Torrent technology.",data
ISME_J/PMC4030226.nxml,Anthony Fodor and Barbara Bailey provided statistics guidance.,statistics
ISME_J/PMC4030226.nxml,"Data access Sequence data was depositied in the NCBI database under accession numbers SRX151603, SRX151605, SRX151606, 151607-151615, SRX106094, SRX106095, SRX106105, SRX106106, SRX108115, SRX108128-SRX108130 for the 454 data, and Ion Torrent data can be found publically available in MG-RAST with ID# 4541773.3.",data
ISME_J/PMC3930321.nxml,"We thank Nobuya Itoh, Christopher M Thomas, Eva M Top and Maria Teresa Coque for kindly providing the plasmids for this study.",plasmids
ISME_J/PMC4478705.nxml,"JC Auguet, M Llirós, F Gich, FM Lauro and JM Gasol are acknowledged for field and lab assistance and ancillary data.",data
ISME_J/PMC3996699.nxml,"The authors wish to thank Carmen Czepe, Heinz Ekker and Andreas Sommer from Campus Science Support Facilities GmbH (CSF), Vienna, for Illumina HiSeq sequencing.",sequencing
ISME_J/PMC4184009.nxml,"Thanks to the members of the British Services Antarctic Expedition 2012 for collecting the Marguerite Bay marine sediment samples and to Dawn Goldsmith and Bhakti Dwivedi for assistance with bioinformatics and primer design, respectively.",design;primer
ISME_J/PMC4139720.nxml,"We thank Dr Peter Shanahan, MIT, Professor Lloyd Chua at NTU and Dr Hans Eikaas and others at the Public Utilities Board of Singapore for help in coordinating sampling, Professor Libusha Kelly for advice on bioinformatic analysis and members of the laboratory of Professor Karina Gin at the National University of Singapore for helpful discussions regarding harmful algal blooms in the Kranji Reservoir.",analysis
ISME_J/PMC4260697.nxml,"We thank C Bachy, AJ Limardo, L Sudek and H Yu for laboratory work, the National Center for Genome Resources and the Gordon and Betty Moore Foundation (GBMF) for Illumina sequencing.",sequencing
ISME_J/PMC4274436.nxml,"We thank Chloé Béal for technical help on RT-qPCR of probiotic strains, M Zhang for statistics expertise and G Wang and J Wang for 454 pyrosequencing data extraction and submission.",data;statistics
ISME_J/PMC4274413.nxml,We thank Dominique Grandjean and Felippe Dealencastro from the Central Environmental Laboratory of the Ecole Polytechnique de Lausanne for their help in the analysis of DBF content in contaminated sand and Aline Buri for help in determining sand characteristics.,analysis
ISME_J/PMC4274434.nxml,We thank Orin Shanks and Hyatt Green of the USEPA for providing US animal fecal samples.,animal
ISME_J/PMC4303640.nxml,"We thank Angela Detweiler, Jan Dolinsek, Mike Kubo and Christina Ramon for their excellent technical assistance, José Q García-Maldonado for his assistance in the field, Andrew McDowell at UC Berkeley for IRMS analyses, and Stephanie A Eichorst for helpful comments on the manuscript.",analyses
ISME_J/PMC4303643.nxml,"We thank Colin Roberts and Pete Scarlett (CEH) for the river sampling, and Emma Gozzard, Linda Armstrong, Sarah Harman and Heather Wickham of the CEH Nutrient Laboratories for carrying out the chemical analysis.",analysis;chemical
ISME_J/PMC4737935.nxml,"We thank A Culley and C Schvarcz for assistance in collecting virus samples; A Alpert and E Woznica for their collection and processing of bacterial production samples; K Coleman, M Garzio, T Miles and C Funkey for assistance with sample collection; the employees of Raytheon Polar Services Company for their support; A Gregory and B Poulos for assistance in conducting linker amplification; B Poulos and V Rich for assistance with bacterial DNA extraction; A Westveld for assistance with social network analysis; and members of the Tucson Marine Phage Lab, E Allers and V Rich for their support and critical review of this research.",dna;sample;virus
ISME_J/PMC3930316.nxml,"We thank Ying Sun for the help on picture drawing and editing, and also thank Yanping Zheng for the help on sample collection.",sample
ISME_J/PMC4409162.nxml,We thank Salome Schneider (Swedish University of Agricultural Sciences) for helping with soil sampling and DNA extraction as well as Stephanie Pfister (Agroscope INH) for technical assistance with PCR amplicon generation.,dna;pcr
ISME_J/PMC4409153.nxml,"We thank Profs Renkou Xu, Guoliang Ji, Jinling Yang, Biao Huang and Jiuyu Li at the Institute of Soil Science for suggestions on the soil physiochemical characteristics, Mr Yu Shi for statistical analysis, Ms Rong Huang for pyrosequencing of  amoA  genes and our lab colleagues for helpful discussions.",analysis;statistical
ISME_J/PMC4409164.nxml,Final thanks extend to Dr Margaret Hughes and Professor Andrew Cossins at the Centre for Genomic Research (Liverpool University) for additional 454 Roche sequencing support.,sequencing
Obes_Facts/PMC5644672.nxml,"We sincerely thank our statistician Lars Ängquist, PhD, for his contribution to the additional analyses.",analyses
Obes_Facts/PMC5644847.nxml,We thank E. Molz for statistical analysis.,analysis;statistical
Obes_Facts/PMC5644836.nxml,We thank Eugenia Flores Alfaro and Iris Paola Guzmán Guzmán for statistical analysis.,analysis;statistical
Obes_Facts/PMC5644670.nxml,"We thank Thor Helge Bergan for providing results of the early Norway studies, Elena Danilenko for deactivating ion generators, Ekaterina Tolstykh for randomization and instructing study participants on how to use the intervention devices, Evgeniy Verevkin for processing meteorological data, Anna Wirz-Justice for English editing and comments on the manuscript, Eryl Price of Lumie for English editing of the final version of the manuscript.",data
Obes_Facts/PMC5644820.nxml,"The authors are grateful to Selma Cvijetić, MD, PhD, for her expert help with statistical analysis and suggestions during the preparation of this manuscript.",analysis;statistical
Obes_Facts/PMC5644837.nxml,"We thank Bogdan Dragulescu from Politehnica University of Timișoara for rendering the vector map of Romania and designing a script (Phyton programming language) that uses the revised IOTF cut-offs to calculate prevalence of Thinness, Overweight and Obesity in Children.",vector
Obes_Facts/PMC5644837.nxml,"We also acknowledge Silvia Mandasescu (Roman Municipal Hospital), Lecturer Cornel Vălean and Prof. Mircea Nanulescu (Clinical Emergency Hospital for Children Cluj) for their involvement in data collection.",data
Obes_Facts/PMC5644822.nxml,We would like to thank Mr Marcus Ritter for his help with the analysis of the MRI images.,analysis
Obes_Facts/PMC5644674.nxml,We are grateful for the contribution of schools and children who participated in the study and the statistical advice from David Boniface.,statistical
Obes_Facts/PMC5644677.nxml,We would like to thank L.M. Dijksman (MSc) for her statistical advice.,statistical
Obes_Facts/PMC4343283.nxml,"Special thanks to Ms. Emily Mire and Ms. Connie Murla for data management, and to Dr. Jennifer Rood and the staff of the Clinical Chemistry Laboratory as well as the many clinical scientists and staff of the PBRC who have contributed data to the development of the PCLS.",data
Obes_Facts/PMC5644824.nxml,"We also thank Mrs. Gerlinde Trischler (Department of 2 Internal Medicine II - Cardiology, Medical Clinic Ulm) for the measurement of serum concentrations of cardiometabolic risk factors.",serum
Obes_Facts/PMC5644797.nxml,"J. Martin-Fernandez: substantial contribution to conception and design, acquisition of data, analysis and interpretation of data and drafting the article, revising it critically for important intellectual content.",analysis;data;design
Obes_Facts/PMC5644848.nxml,"We thank Koji Oba for statistical analysis, and the participating students for their co-operation.",analysis;statistical
Obes_Facts/PMC5644905.nxml,"The authors wish to thank Andreas Stettbacher, Chief Medical Surgeon of the Swiss Armed Forces (for providing the individual conscription data 1992-2014); Franz Frey and Tiziano Angelelli, Logistikbasis der Armee - Sanität (for their support); Michael Hotz and Anja Wiederkehr for collecting parts of the historical data; Ulrich Woitek, Tobias Schoch, Radoslaw Panczak, Marcel Zwahlen, Jonathan Wells, Barry Bogin, Maciej Henneberg, Randolph Nesse, Bernard Harris, John Komlos, and Michael Hermanussen (for helpful comments).",data
Obes_Facts/PMC5644900.nxml,"We also thank Junji Kishimoto, Ph.D., for his contribution to the statistical analysis, and Ayako Tomihisa and Miyuki Ito for their assistance with the collection and recording of data in the registers.",analysis;data;statistical
Obes_Facts/PMC5644885.nxml,We are grateful to Ronny Kuhnert and Stefan Dahm from the Department of Epidemiology and Health Monitoring of the Robert Koch Institute in Berlin for statistical support.,statistical
Obes_Facts/PMC5644874.nxml,We thank Prof. Antonella Zambon and Dr. Davide Soranna for statistical analysis.,analysis;statistical
Obes_Facts/PMC5644877.nxml,"We thank Philipp Ruth, Irmgard Rose, and Thomas Brettreich from the almeda GmbH for providing data as well as for all the help concerning data handling and interpretation.",data
Obes_Facts/PMC5644877.nxml,"Furthermore, many thanks to Dr. Wolfgang Reuter from the ERGO insurance AG Holding and to the Deutsche Krankenversicherung (DKV) for giving us the opportunity to analyze the data.",data
Obes_Facts/PMC5644877.nxml,"Furthermore, we thank Dr. Kurt Gedrich and Ina C Rondak for statistical advice.",statistical
Obes_Rev/PMC4237119.nxml,Rafael Perera advised on statistical methods.,statistical
Obes_Rev/PMC4819691.nxml,"We would also like to acknowledge the contributions of: Dr Kirsten Corder (Investigator Scientist at MRC Epidemiology Unit) for her help screening the extracted data, and Stephen Sharp (Senior Statistician at MRC Epidemiology Unit) for his assistance in the meta‐analysis.",data
Obes_Rev/PMC5656815.nxml,"The authors thank Isla Kuhn from the University of Cambridge Medical Library who provided advice and assistance with the literature searches and Stephen Sharp of the MRC Epidemiology Unit, University of Cambridge who provided statistical advice.",statistical
Obes_Sci_Pract/PMC5043465.nxml,Christine Petrin completed the data analysis and wrote the manuscript.,analysis;data
Obes_Sci_Pract/PMC5043485.nxml,K. R. and J. M. J. conceived the study design.,design
Obes_Sci_Pract/PMC5043485.nxml,J. M. J. carried out data collection.,data
Obes_Sci_Pract/PMC5043485.nxml,W. L. assisted with conducting the data analysis.,analysis;data
Obes_Sci_Pract/PMC5043510.nxml,"John McGready and Gayene Yenokyan from the Johns Hopkins Bloomberg School of Public Health, Department of Biostatistics, for their help with data analysis.",analysis;data
Obes_Sci_Pract/PMC5192543.nxml,The authors wish to thank Jim Napora and the staff of the Comparative Medicine facility at Amylin Pharmaceuticals for assistance with animal husbandry and care.,animal
Obes_Sci_Pract/PMC5064622.nxml,We thank Dr. Jeanne M. Clark for her assistance with project design and data analysis.,analysis;data;design
Obes_Sci_Pract/PMC5063171.nxml,"The authors thank Richard Patterson, PhD candidate in the Department of Policy Analysis and Management at Cornell University, for assistance with data analyses.",analyses;analysis;data
Obes_Sci_Pract/PMC5067555.nxml,"We are extremely grateful to Dr Leslie Smith, DNP, RN, Senior Information Analytics Specialist, Quality Research Institute, Sentara Healthcare who provided us with the de‐identified data files and ran the queries that enabled us to make this study possible.",data
Obes_Sci_Pract/PMC5069573.nxml,"We also thank Junji Kishimoto, PhD, for his contribution to the statistical analysis and Ayako Tomihisa and Miyuki Ito for their assistance with the collection and recording of the data in the registers.",analysis;data;statistical
Obes_Sci_Pract/PMC5089573.nxml,"We thank E. Roman, A. Calixto and G. Ferraz for technical assistance and H. Ceretta for statistical analysis.",analysis;statistical
Obes_Sci_Pract/PMC5089573.nxml,"E. P. Araujo, M. H. Melo Lima and L. A. Velloso were responsible for data analysis.",analysis;data
Obes_Sci_Pract/PMC5192533.nxml,"The authors thank Jahdai Dawes, Marsha Turner, and Terry Ervin, RN for assistance with recruitment and conducting measurements; Elizabeth Strawbridge, MPH, RD, and Leslie Gaillard, RD, for delivery of the weight loss intervention; and Lesa Powell and Aviel Alkon for programming and database development.",delivery
Obes_Sci_Pract/PMC5358077.nxml,"The authors wish to thank Joseph Nadglowski, James Zervios and Lindsay McGhay at the OAC for their assistance in distributing the survey and compiling internal membership data, and members of the OAC who participated in this study.",data
Obes_Sci_Pract/PMC5358073.nxml,"Our appreciation is extended to the women who participated in this study, John Sorkin, MD, PhD, for statistical consultation and the nurses, exercise physiologists, and registered dietitians for their assistance.",statistical
Obes_Sci_Pract/PMC5358072.nxml,We sincerely appreciate Tinuke Oluyomi Daniel and Colleen K. Kilanowski for feedback on study design and Troy Tine Kong and Alyssa Melber for assisting in material preparation.,design
Obes_Sci_Pract/PMC5478810.nxml,"Stacie Swanton carried out the literature search, study design and data analysis and generated the tables and figures.",analysis;data;design
Obes_Sci_Pract/PMC5478810.nxml,"Matthew Peterson, Audrey Choh, Miryoung Lee and Stefan Czerwinski conceived the study design, data analysis and data interpretation.",analysis;data;design
Obes_Sci_Pract/PMC5478801.nxml,"Authors E. W., A. S., L. P., F. S., J. H., A. H., R. W. and J. D. were involved in the conception and design of the study.",design
Obes_Sci_Pract/PMC5523699.nxml,"The study could not have been completed without the administrative support of Kristin Serodio and the staff at each of the Wharton Medical Clinic‐Weight Management Centres, as well as the help of the York University volunteer students, Dr. Chris Ardern, PhD for reviewing the manuscript and Dr. Michael Rotondi, PhD for providing his statistical expertise.",statistical
Obes_Sci_Pract/PMC5523698.nxml,"The authors thank Dr. Christine Hoehner, Dr. Elizabeth Dodson, and the Health and Behavioral Risk Research Center (HBRRC) at the University of Missouri‐Columbia School of Medicine for their efforts with survey development and data collection.",data
