filename,Names,Nouns,Organizations,Text,Verbs
ACS_Appl_Mater_Interfaces/PMC3969097.nxml,Dipankar Koley,discussion,,"We thank Dr.
Dipankar Koley for his useful discussion.",thank
ACS_Appl_Mater_Interfaces/PMC3969097.nxml,"Sheng Zheng
",discussions;element;modeling;fluxes;lumen;catheters,,"We also thank Sheng Zheng
for his discussions regarding the finite element modeling of NO fluxes
from the dual lumen catheters.",thank
ACS_Appl_Mater_Interfaces/PMC3985741.nxml,T. Young,facility;fabrication;PC;nanowells;array;permission;analyzer,the University of California,"We thank the Northern California
Nanotechnology Center at
the University of California for the facility used in the fabrication
of PC-nanowells/array and Professor T. Young for permission to use
his zeta potential analyzer.",thank;use
ACS_Appl_Mater_Interfaces/PMC4358074.nxml,P. Del Carro,authors;help;characterization,,"The authors thank Dr. P. Del Carro for help
with the morphological
characterization.",thank
ACS_Appl_Mater_Interfaces/PMC4004197.nxml,"
Nicholas Merrill;A. H. Wikramanayake",access;DLS;instrument;A.;experiment,"University of Miami;DLS;University of Miami
","Knecht and Mr.
Nicholas Merrill at University of Miami for providing us access to
their DLS instrument, Prof. A. H. Wikramanayake at University of Miami
for the SDS-PAGE experiment.",provide
ACS_Appl_Mater_Interfaces/PMC4382987.nxml,Daniel Jacobsson,discussions,,We thank Daniel Jacobsson for fruitful discussions.,thank
ACS_Appl_Mater_Interfaces/PMC4025575.nxml,Jinsong Wu;Yi-Kai Huang;Keith Macrenaris,Authors;help;assistance;TEM;uptake;iron;quantification,TEM;SEM,"Authors are thankful
to Dr. Jinsong Wu, Yi-Kai Huang and Dr. Keith Macrenaris for their
help and assistance with TEM, SEM, and study the cellular uptake of
iron quantification, respectively.",study
ACS_Appl_Mater_Interfaces/PMC4025575.nxml,Akshay K. Swain,authors;help;magneto;measurements,IIT Bombay,"The authors acknowledge the help
of Akshay K. Swain, IIT Bombay, India,in SQUID magneto-measurements.
",acknowledge
ACS_Appl_Mater_Interfaces/PMC4025577.nxml,Denis Dupuis,authors;machining;expertise,Scott Maccorkle,"The authors thank
Scott Maccorkle and Denis Dupuis for their machining expertise.",thank
ACS_Appl_Mater_Interfaces/PMC4059226.nxml,M. Spanakis,assistance;cell,,"We also thank Dr. M. Spanakis for
expert technical assistance with cell assay.",thank
ACS_Appl_Mater_Interfaces/PMC4095936.nxml,Valerie Lynch-Holm,authors;assistance;histology,"Christine
Davitt;Franceschi Microscopy;Washington
State University","The authors would like to thank Valerie Lynch-Holm and Christine
Davitt from Franceschi Microscopy and Imaging Center at Washington
State University for their technical assistance with histology.",like;thank
ACS_Appl_Mater_Interfaces/PMC4095936.nxml,Neal M. Davies,authors;authors;lab;vivo;study,,"The
authors would also like to thank Prof. Neal M. Davies for allowing
the authors to use his lab for  in vivo  study.",like;thank;allow;use
ACS_Appl_Mater_Interfaces/PMC4094256.nxml,"Stephan Wilkens
",assistance;TEM;analysis,TEM,"We greatly acknowledge Prof. Stephan Wilkens
for assistance
in TEM analysis.",acknowledge
ACS_Appl_Mater_Interfaces/PMC4094256.nxml,Maria Popescu,authors;proof;manuscript,,"The authors also thank Ms. Maria Popescu for proof
reading the manuscript.",thank;read
ACS_Appl_Mater_Interfaces/PMC4490775.nxml,Florian Schlüter;Jan Köser,measurements;gas;adsorption;STEM;analysis;support;DLS;measurements,"Advanced Ceramics;University Bremen;Dr. Thorsten Mehrtenz;Solid State
Physics;University Bremen;STEM;Analytik,;University Bremen","We greatly thank
Dr. Florian Schlüter (Advanced Ceramics, University Bremen)
for measurements of gas adsorption, Dr. Thorsten Mehrtenz (Solid State
Physics, University Bremen) for STEM analysis, and Dr. Jan Köser
(Zentrale Analytik, University Bremen) for the support for DLS measurements.
",thank
ACS_Appl_Mater_Interfaces/PMC4134179.nxml,G. Mordi;S. McDonnell,authors;discussions;ozone;generator;OP-250OH;ozone;system,TMEIC;TMEIC,"The authors thank Mr. G. Mordi and Dr. S. McDonnell
for their
helpful discussions and thank TMEIC for providing the ozone generator
(TMEIC OP-250OH-LT ozone system).",thank;thank;provide
ACS_Appl_Mater_Interfaces/PMC4149327.nxml,Xianliang Wang;Victoria Vasso,discussions;help;cells,MTS,"We thank Dr. Wing-Cheung
Law, Mr. Xianliang Wang, and Ms. Victoria Vasso for their useful discussions,
as well as Dr. Lisa A Eagler for her help on HeLa cells for MTS assay.",thank;assay
ACS_Appl_Mater_Interfaces/PMC4149329.nxml,Carl Zeiss,use;equipment,FE-SEM;San Francisco State University,"We gratefully acknowledge use of the Carl Zeiss Ultra 55 FE-SEM and
supporting equipment at San Francisco State University.",acknowledge;support
ACS_Appl_Mater_Interfaces/PMC4149329.nxml,Jean Kim,assistance,SEM,"We would also
like to thank Jean Kim for her assistance with the SEM.",thank
ACS_Appl_Mater_Interfaces/PMC4528256.nxml,Industriellenvereinigung Kärnten,project;scholarship,"the Carinthian Confederation
of Industry","project part F4503-N16 and via a scholarship of the Carinthian Confederation
of Industry (Industriellenvereinigung Kärnten).",
ACS_Appl_Mater_Interfaces/PMC4528256.nxml,Michael Hävecker;Axel Knop-Gericke;Mark Greiner,authors;provision;synchrotron;radiation;beamtime;project;staff;members;support;situ;measurements,PGM;HZB;XPS,"The authors
acknowledge the Helmholtz-Zentrum Berlin for provision of synchrotron
radiation beamtime at beamline ISISS-PGM of BESSY II (project 2013_1_121219)
and thank the HZB/BESSY II staff members Michael Hävecker,
Axel Knop-Gericke, and Mark Greiner for their support of the  in situ  XPS measurements at beamline ISISS-PGM.",acknowledge;thank
ACS_Appl_Mater_Interfaces/PMC4500448.nxml,Henry Wellcome Postdoctoral,fellow,,P.M.C. is a Sir Henry Wellcome Postdoctoral fellow (WT103913).,
ACS_Appl_Mater_Interfaces/PMC4160263.nxml,C. S. Simmons;C. Jerman;A. J. Rastegar;S. Denisin,authors;discussions,,"The authors thank C. S. Simmons,
C. Jerman, A. J. Rastegar, and S. Denisin for valuable discussions.
",thank
ACS_Appl_Mater_Interfaces/PMC4160263.nxml,Stanford Bio-X,fellowship,"National
Institute of Biomedical Imaging;Bioengineering Grant R01 EB006745
;the American Heart Association (Western States Affiliates","National
Institute of Biomedical Imaging and Bioengineering Grant R01 EB006745
Stanford Bio-X, the American Heart Association (Western States Affiliates)
through the postdoctoral fellowship 14POST18360018.",
ACS_Appl_Mater_Interfaces/PMC4535707.nxml,H. Lu,support;voltammetry;testing,"the Dept of Applied Electrochemistry, School
of Chemical Science;KTH","Dr. H. Lu at the Dept of Applied Electrochemistry, School
of Chemical Science in KTH is thanked for the kind support in the
cyclic voltammetry testing.",thank
ACS_Appl_Mater_Interfaces/PMC4535707.nxml,C. He,help;blood;compatibility;measurements,"the College of Polymer Science
and Engineering;Sichuan University","Mr. C. He at the College of Polymer Science
and Engineering, Sichuan University, is thanked for his generous help
in the blood compatibility measurements.",thank
ACS_Appl_Mater_Interfaces/PMC4160264.nxml,Yadong Yin,authors;support;synthesis;usage;imager;analysis,"UCR’s
Institute for Integrative Genome Biology;MUDPIT","The authors are also very grateful for the
support of Dr. Yadong Yin on SPION synthesis, as well as UCR’s
Institute for Integrative Genome Biology for the usage of the Typhoon
imager and MUDPIT analysis.",
ACS_Appl_Mater_Interfaces/PMC4173743.nxml,Khalid Sayood,authors;help;image;analysis,,"The authors thank Professor Khalid Sayood for his help with the image
analysis.",thank
ACS_Appl_Mater_Interfaces/PMC4173745.nxml,Marc Rodwogin;Elizabeth Jackson,synthesis;agent;synthesis;copolymer,RAFT;PS,"We thank Dr. Justin
Bolton for the synthesis of the RAFT agent and Dr. Marc Rodwogin and
Dr. Elizabeth Jackson for the synthesis of the PS–PLA copolymer.
",thank
ACS_Appl_Mater_Interfaces/PMC4554298.nxml,Martin Fuller,help;TEM;imaging,TEM,"We also thank Mr. Martin Fuller for help in TEM imaging.
",thank
ACS_Appl_Mater_Interfaces/PMC4559840.nxml,Henry Wellcome Postdoctoral,fellow,,"P.M.C. is a Sir Henry Wellcome Postdoctoral fellow (WT103913).
",
ACS_Appl_Mater_Interfaces/PMC4559841.nxml,Stadt Wien,der,,"the Hochschuljubiläumsstiftung der Stadt Wien (H-2432/2012
and H-284635/2014).",
ACS_Appl_Mater_Interfaces/PMC4559841.nxml,Dieter Baurecht,access;spectroscopy;access;TGA,"the University of Vienna for access
;ATR-FTIR;the VIBT Extremophile Center
;TGA","We thank Prof. Dieter Baurecht from the University of Vienna for access
to ATR-FTIR spectroscopy and acknowledge the VIBT Extremophile Center
for access to TGA.",thank;acknowledge
ACS_Appl_Mater_Interfaces/PMC4189622.nxml,Seed Grant,,Michigan Technological University;MTU,Seed Grant provided by Michigan Technological University (MTU).,provide
ACS_Appl_Mater_Interfaces/PMC4189622.nxml,J. Goldman,authors;assistance;animal;surgery,,"The authors thank Dr. J. Goldman
for his assistance with animal surgery.",thank
ACS_Appl_Mater_Interfaces/PMC4372509.nxml,Yow-Ren Chang,authors;assistance,,"The authors thank Mr Yow-Ren Chang for technical assistance.
",thank
ACS_Appl_Mater_Interfaces/PMC5222513.nxml,"
Arne Heydorn;Patrick Mather",software;access;custom;stretcher," S.;the Technical University of Denmark;COMSTAT;Syracuse University
;Bucknell University","PAO1 and  S. aureus  ALC2085, Dr.
Arne Heydorn at the Technical University of Denmark for providing
the COMSTAT software, and Dr. Patrick Mather at Syracuse University
(currently Bucknell University) for the access to a custom built stretcher.
",provide;build
ACS_Appl_Mater_Interfaces/PMC5235241.nxml,Robert M. McMeeking,authors,,"The
authors acknowledge Prof. Robert M. McMeeking (UC Santa Barbara, USA),
",acknowledge
ACS_Appl_Mater_Interfaces/PMC5235241.nxml,Attila Kossa;RamGopal Balijepalli,discussions;contact;mechanics;pillars,Budapest University of Technology and Economics,"Prof. Attila Kossa (Budapest University of Technology and Economics,
Hungary), and RamGopal Balijepalli for helpful discussions on the
contact mechanics of composite pillars.",
ACS_Appl_Mater_Interfaces/PMC5235241.nxml,Martin Schmitz;Susanne Selzer;Lukas Engel,authors;support,,"The authors further thank
Martin Schmitz, Susanne Selzer, and Lukas Engel for their technical
support.",thank
ACS_Appl_Mater_Interfaces/PMC5235241.nxml,Michael M. Becker,discussions;time;server,"Fraunhofer
Institute for Nondestructive Testing","S.C.L.F. would like to thank Michael M. Becker (Fraunhofer
Institute for Nondestructive Testing, Saarbrücken) for discussions
and computing time on the Comsol server.",like;thank;compute
ACS_Appl_Mater_Interfaces/PMC4232249.nxml,"Thomas Sorensen
",help;synthesis,,"We appreciate Thomas Sorensen
for his help with Me-ADOTA·Cl synthesis.",appreciate
ACS_Appl_Mater_Interfaces/PMC4642880.nxml,Susanne Selzer;Ina Kothe;Joachim Blau,authors;mold;fabrication;help;sample;preparation;adhesion;measurement;setup,,"The authors thank the Mechanical Workshop of the INM
for mold fabrication, Susanne Selzer and Ina Kothe for their help
in sample preparation, and Joachim Blau for building up the adhesion
measurement setup.",thank;build
ACS_Appl_Mater_Interfaces/PMC4667276.nxml,Carlo Filippeschi;Giampiero Pallocca;Francesco Tatti,authors;support;imaging,"Center for
Micro-BioRobotics @SSSA;Istituto Italiano;Assing S.p.A.;FEI Company","The authors thank Mr. Carlo Filippeschi (Center for
Micro-BioRobotics @SSSA, Istituto Italiano di Tecnologia) for the
technical support and Mr. Giampiero Pallocca (Assing S.p.A. (Zeiss))
and Mr. Francesco Tatti (FEI Company) for eSEM imaging.",thank
ACS_Appl_Mater_Interfaces/PMC4666456.nxml,Research Initiative,work;scheme;project;UKIERI;programmes,"the High-Impact Research;IIT Delhi;
(Government of India;DST-FIST (Government;U.K;India
Education;UKIERI","This work
is part of the High-Impact Research scheme of IIT Delhi, DST project
(Government of India), DST-FIST (Government of India), and U.K.–India
Education and Research Initiative (UKIERI) programmes.",
ACS_Appl_Mater_Interfaces/PMC4296922.nxml,Edwin R. Chapman;the Lp-Sb2(1-93,,,"We thank Edwin R. Chapman for providing the Lp-Sb2(1-93) plasmid.
",thank;provide
ACS_Appl_Mater_Interfaces/PMC4485955.nxml,David Snoswell;Chris Finlayson,discussions,,"We gratefully acknowledge
early discussions and work by Dr. David Snoswell and Dr. Chris Finlayson.",acknowledge;work
ACS_Appl_Mater_Interfaces/PMC4326779.nxml,Kate Malachowski,design;gripper;masks;discussions,,"We would like to thank Kate Malachowski for the initial design of
the gripper masks, and helpful discussions.",like;thank
ACS_Appl_Mater_Interfaces/PMC4326779.nxml,Zhane Rice,help;wafers;structures,,"We would also like to
thank Zhane Rice for help preparing some wafers for polymeric structures.
",like;thank;prepare
ACS_Appl_Mater_Interfaces/PMC4326779.nxml,Evin Gultepe’s,suggestion;incorporation;oxide;structures,,"We acknowledge Evin Gultepe’s suggestion of incorporation of
iron(III) oxide into the polymeric structures to make them ferromagnetic.",acknowledge
ACS_Appl_Mater_Interfaces/PMC4734612.nxml,Amar Kumbhar,authors;gratitude;expertise;assistance;TEM,"the UNC Chapel Hill
Analytical and Nanofabrication Laboratory (CHANL;TEM","The authors
express their gratitude to Dr. Amar Kumbhar at the UNC Chapel Hill
Analytical and Nanofabrication Laboratory (CHANL) for expertise and
assistance with the TEM.",express
ACS_Appl_Mater_Interfaces/PMC4734612.nxml,Si NMR,ter;assistance;state,,"We acknowledge Dr. Marc ter Horst for assistance
with solid-state  29 Si NMR.",acknowledge
ACS_Appl_Mater_Interfaces/PMC4734612.nxml,Mark Walters;Jimmy Thostenson,,Duke University,"We also thank Dr. Mark Walters
and Jimmy Thostenson at Duke University",thank
ACS_Appl_Mater_Interfaces/PMC4778158.nxml,Udo Mundloch;ZMP Fürth,authors;help;ultracentrifugation,"the Institute of Advanced Materials
","The authors thank Udo Mundloch and the Institute of Advanced Materials
and Processes (ZMP Fürth) for help with ultracentrifugation.",thank
ACS_Appl_Mater_Interfaces/PMC4796864.nxml,Y. Wang;W. Sigle;A. F. Mark,discussions;reading;manuscript,,"Y. Wang acknowledges Dr. W. Sigle for helpful
discussions and Dr. A. F. Mark for careful reading of the manuscript.
",acknowledge
ACS_Appl_Mater_Interfaces/PMC4796864.nxml,B. Stuhlhofer,support;system;maintenance,,"P. Specht and B. Stuhlhofer are thanked for the technical support
for the MBE system maintenance.",thank
ACS_Appl_Mater_Interfaces/PMC4832396.nxml,Nail Shavaleev,synthesis;measurements;contributions;spectroscopy;measurements;choice;materials,,"We thank Dr. Nail Shavaleev for the synthesis
of  1  and  2 , for electrochemical measurements,
for contributions to the UV−vis spectroscopy measurements and
for suggesting the choice of materials.",thank;suggest
ACS_Appl_Mater_Interfaces/PMC4880514.nxml,Magnus Jonsson;Jim Wilson;Cees Dekker,authors;discussions,,"The authors gladly acknowledge valuable discussions
with Magnus Jonsson, Jim Wilson, and Cees Dekker.",acknowledge
ACS_Appl_Mater_Interfaces/PMC4911619.nxml,XPS Microprobe,authors;use;measurements,SNSF;PHI;XPS,"The authors would like to thank SNSF for use of
PHI VersaProbe Scanning XPS Microprobe for XPS measurements.",like;thank
ACS_Appl_Mater_Interfaces/PMC4911619.nxml,K. Roelofs;S. Bent,materials,,"We thank K. Roelofs and S. Bent for
materials.",thank
ACS_Appl_Mater_Interfaces/PMC4911620.nxml,Yeonsik Choi,authors;discussions;support,,"The authors
thank Yeonsik Choi for discussions and experimental
support.",thank
ACS_Appl_Mater_Interfaces/PMC4919753.nxml,I. Kaplan-Ashiri;B. Pasmantirer;Y. Brami;R. Shahar;Y. Halfin;B. Morgenstern,help;imaging;holder;assistance;bone;imaging;lab;assistance;bone;cutting;cattle;femur;specifications;style;editing;manuscript,"the Weizmann Institute EM Center
;the Instruments Design
Section;the Weizmann Institute;T. Levi
","We thank I. Kaplan-Ashiri from the Weizmann Institute EM Center
for help with ESEM imaging; B. Pasmantirer from the Instruments Design
Section at the Weizmann Institute for designing the correlative holder;
Y. Brami from B-Nano for assistance with bone imaging; the lab of
R. Shahar for assistance with bone cutting; Y. Halfin and T. Levi
from “Moo&Moo” for supplying of fresh cattle femur
according to our specifications; B. Morgenstern for her skilled style
editing of the manuscript.",thank;design;supply;accord
ACS_Appl_Mater_Interfaces/PMC4919753.nxml,Patrick Gorman;Tumor Biology,incumbent;incumbent,"
Chair of Biological Ultrastructure;the Erwin
Neter Professorial Chair;Cell","L.A.is the incumbent of the Dorothy and Patrick Gorman Professorial
Chair of Biological Ultrastructure; B.G is the incumbent of the Erwin
Neter Professorial Chair in Cell and Tumor Biology.",
ACS_Appl_Mater_Interfaces/PMC5114700.nxml,Sumukh Kumble,assistance;cell;biopanning;figure;work,,"We acknowledge Sumukh Kumble for his assistance
in designing
the cell biopanning figure in this work.",acknowledge;design
ACS_Appl_Mater_Interfaces/PMC5138009.nxml,Christine Grainger-Boultby,Thanks;expertise;imaging;samples,"FRMS;RSci;MIST;Nanoscale and Microscale Research Centre;
University of Nottingham;SEM","Thanks to Christine Grainger-Boultby,
B.A., FRMS, RSci, MIST, Nanoscale and Microscale Research Centre,
University of Nottingham, for her expertise in SEM imaging of the
samples.",
ACS_Appl_Mater_Interfaces/PMC5138009.nxml,Emily F. Smith,spectra;data;interpretation,"Nanoscale and Microscale Research
Centre (NMRC;University of Nottingham","Dr. Emily F. Smith at the Nanoscale and Microscale Research
Centre (NMRC), University of Nottingham, for acquiring the XPS spectra
and data interpretation.",acquire
ACS_Appl_Mater_Interfaces/PMC4613868.nxml,Bing Fu,help;use;software,,"We also want to thank Ms. Bing Fu for the help with the use
of the Matlab software.",want;thank
ACS_Appl_Mater_Interfaces/PMC4898273.nxml,R. Williams,manuscript;review,,"We acknowledge Dr. Kathryn
R. Williams for critical manuscript review.",acknowledge
ACS_Appl_Mater_Interfaces/PMC4264858.nxml,Marvell Nanolab,authors;support;devices,"Biomolecular Nanotechnology Center
;UC Berkeley","The authors are also grateful
for support from Marvell Nanolab and Biomolecular Nanotechnology Center
at UC Berkeley where all devices were fabricated.",fabricate
ACS_Appl_Mater_Interfaces/PMC4264858.nxml,Young Ho Seo,discussion,Kangwon National University,"H.S. greatly acknowledges
Prof. Young Ho Seo at Kangwon National University in Korea for his
valuable discussion.",acknowledge
ACS_Appl_Mater_Interfaces/PMC5084066.nxml,F. Franchini,,"Politecnico
","Mr. F. Franchini at Politecnico
",
ACS_Appl_Mater_Interfaces/PMC5084066.nxml,Miss V. Ceresi;Mr. A. Caviglione,help;characterization,"Genova University
","di Torino, Miss V. Ceresi, and Mr. A. Caviglione at Genova University
are gratefully acknowledged for their precious help in the material
characterization.",acknowledge
ACS_Appl_Mater_Interfaces/PMC5132158.nxml,B. Gundlach;G. Lin,authors;assistance;proofreading;manuscript;discussions;assistance,,"The authors thank B. Gundlach for technical assistance and proofreading
the manuscript and Dr. G. Lin for discussions and assistance.",thank
ACS_Appl_Mater_Interfaces/PMC4721522.nxml,Phillip Schwartz;Naoto Hoshi,gift;hNSPCs;cells,,"We
thank Dr. Phillip Schwartz, Dr. Naoto Hoshi, and Dr. Heike
Wulff for the gift of hNSPCs, HEK293A, and BV2 cells, respectively.
",thank
ACS_Appl_Mater_Interfaces/PMC4721522.nxml,Albert Yee,use;microscope,,"We are grateful to Dr. Albert Yee for the use of an optical microscope.
",
ACS_Appl_Mater_Interfaces/PMC4476841.nxml,C. Kunert,authors;TEM;measurements,TEM,The authors would like to thank C. Kunert for TEM measurements.,like;thank
ACS_Appl_Mater_Interfaces/PMC4476841.nxml,W. Häfner,discussions,"C.K.
","C.K.
would like to acknowledge fruitful discussions with Dr. W. Häfner.",like;acknowledge
ACS_Appl_Mater_Interfaces/PMC4134142.nxml,Jessica Allen;Miodrag Mitrić;Condensed Matter;James Pinney,authors;imaging;HAp;films;measurements;HAp;films;assistance;advices;microfabrication;films,"UCSF;SEM;PCL/HAp;Laboratory for Theoretical Physics
;Vinča Institute of Nuclear
Sciences;XRD;PCL/;Hariharasudhan Chirra;UCSF","The authors thank
Jessica Allen of UCSF for doing the SEM imaging of PCL/HAp films;
Miodrag Mitrić from the Laboratory for Theoretical Physics
and the Physics of Condensed Matter at Vinča Institute of Nuclear
Sciences in Belgrade, Serbia for XRD measurements of PCL/HAp films;
James Pinney, Hariharasudhan Chirra and Crystal Nyitray, all of UCSF,
for valuable assistance and advices during the microfabrication of
the above-said films.",thank;say
ACS_Appl_Mater_Interfaces/PMC4768684.nxml,Saleh Jabarin,,Univ,Also acknowledged are Prof. Saleh Jabarin (Univ.,acknowledge
ACS_Appl_Mater_Interfaces/PMC4768684.nxml,Jennifer Brown,use;rheometer,,"of Toledo)
for the use of his rheometer, Jennifer Brown (Univ.",
ACS_Appl_Mater_Interfaces/PMC4768684.nxml,Udaka de Silva,assistance;dye;uptake;experiments,"Univ.
","of Toledo) for
assistance with the dye uptake experiments, Udaka de Silva (Univ.
",
ACS_Appl_Mater_Interfaces/PMC4768684.nxml,Judith Fulton,chemical;structures;assistance;cell;harvest;guidance;cell;culture;techniques,Akron General Medical Center,"of Toledo) for drawing the chemical structures, and Dr. Judith Fulton
(Akron General Medical Center) for assistance in cell harvest and
guidance on cell culture techniques.",draw
ACS_Appl_Mater_Interfaces/PMC5330653.nxml,Y. Yamashita;S. Z. Bisri,discussions,,"We thank Y. Yamashita and S. Z. Bisri for discussions.
",thank
ACS_Appl_Mater_Interfaces/PMC5330653.nxml,A. F. Kamp;R. Gooijaarts,A.;support,,"Finally, we acknowledge A. F. Kamp and R. Gooijaarts for technical
support.",acknowledge
ACS_Appl_Mater_Interfaces/PMC5330658.nxml,Alina Chanaewa;Ulf Mikolajczak;Martin Slaman;Alexander Hahn,authors;assistance;discussions,,"The authors thank Alina Chanaewa, Andreas
Peukert, Ulf Mikolajczak,
Martin Slaman, and Alexander Hahn for assistance and discussions.
",thank
ACS_Appl_Mater_Interfaces/PMC5345115.nxml,Michele Gaio;Giulia Guidetti,authors;discussions,,"The authors thank Michele Gaio, Giulia Guidetti, and Bruno
Frka-Petesic for the fruitful discussions.",thank
ACS_Appl_Mater_Interfaces/PMC5355901.nxml,Renee Kroon,help;measurements;discussions;suggestions,SEM,"We thank Anders Mårtensson
for help with SEM measurements and Dr. Renee Kroon for engaging discussions
and helpful suggestions.",thank
ACS_Appl_Mater_Interfaces/PMC5364435.nxml,M. Smithers,experiments,HRSEM,"We thank M. Smithers for performing
the HRSEM experiments.",thank;perform
ACS_Appl_Mater_Interfaces/PMC5384045.nxml,Oleg Konovalov,authors;provision;beamtime,"the European Synchrotron Radiation Facility;ESRF;Federico Zontone
","The
authors acknowledge the European Synchrotron Radiation Facility (ESRF)
for provision of beamtime and thank Oleg Konovalov and Federico Zontone
",acknowledge;thank
ACS_Appl_Mater_Interfaces/PMC5399475.nxml,Paul Bomans;Anne Spoelstra,cryo;TEM;measurements;help;films,TEM,"We would like to thank Paul Bomans and Anne Spoelstra for the cryo-TEM
measurements and their help with analyzing films by TEM.",like;thank;analyze
ACS_Appl_Mater_Interfaces/PMC5402297.nxml,MeDe Innovation,,EP/K029592,"MeDe Innovation;
EP/K029592).",
ACS_Appl_Mater_Interfaces/PMC5402297.nxml,K. White;G. Cuthbert,authors;image;acquisition;help;interpretation;TEM;images;karyotype;analyses,"the Bioimaging
Unit;Newcastle University;TEM;the Electron Microscopy Research Services;Newcastle
University;the Institute
of Genetic Medicine;Newcastle University","The authors also thank
T. Booth for the confocal microscopy image acquisition at the Bioimaging
Unit (Newcastle University, U.K.), K. White for help in interpretation
of the TEM images at the Electron Microscopy Research Services (Newcastle
University, U.K.), and G. Cuthbert for karyotype analyses at the Institute
of Genetic Medicine (Newcastle University, U.K.).",thank
ACS_Appl_Mater_Interfaces/PMC5432960.nxml,Mike Ward,help;TEM;imaging,University of Leeds;TEM,"We thank Dr. Mike Ward (University of Leeds) for help
in TEM imaging.",thank
ACS_Appl_Mater_Interfaces/PMC5432960.nxml,Career Re-entry,entry;fellowship,,No. 097354/Z/11/Z) for providing a Career Re-entry fellowship.,provide
ACS_Appl_Mater_Interfaces/PMC5437660.nxml,Maurice Franssen,reading;manuscript;stimulating;discussions;reviewers;versions;manuscript;series;comments,,"We thank Dr. Maurice Franssen and Sjoerd
Slagman for the critical reading of the manuscript and stimulating
discussions, and several reviewers of earlier versions of this manuscript
for a series of highly constructive comments.",thank
ACS_Appl_Mater_Interfaces/PMC5443609.nxml,Ignacio Martini,contributions;help;experiments,"the
University of California, Los Angeles;XPS","We also acknowledge the contributions of Dr. Ignacio Martini at the
University of California, Los Angeles for help with XPS experiments.
",acknowledge
ACS_Appl_Mater_Interfaces/PMC5445506.nxml,Zhu Xiaoying,,"Patterning and Fabrication
Group of the Institute of Materials Research and Engineering","We gratefully acknowledge Zhu Xiaoying from Patterning and Fabrication
Group of the Institute of Materials Research and Engineering (IMRE),
",acknowledge;xiaoy
ACS_Appl_Mater_Interfaces/PMC5445506.nxml,Augustine Cheong,help;measurements;facility;help;nanoindentation,the SERC Nanofabrication;IMRE,"Singapore, for his help with ζ-potential measurements and Shen
Lu and Augustine Cheong from the SERC Nanofabrication, and Characterisation
(SNFC) facility at IMRE for their help with nanoindentation.",
ACS_Appl_Mater_Interfaces/PMC5465510.nxml,E.S. Kooij,authors;discussions,,"The authors would like to thank
Dr. E.S. Kooij for fruitful discussions.",like;thank
ACS_Appl_Mater_Interfaces/PMC5473018.nxml,"José
M. A. Hendrik",assistance;cell;cultures;assistance;microscopy,"Pierson
","We acknowledge José
M. A. Hendrik for assistance with cell cultures and Dr. Liesbeth Pierson
for assistance with confocal microscopy.",acknowledge
ACS_Appl_Mater_Interfaces/PMC5499821.nxml,D.M. Balazs,authors;discussions,"B. Blülle
","The authors would like to thank B. Blülle
and D.M. Balazs for discussions.",like;thank
ACS_Appl_Mater_Interfaces/PMC5510087.nxml,Natasja van Dijk;Gerben Franssen;Bianca Lemmers-van;Eric van Dinther;Edyta Swider,authors;support;PhD;BSc,Martijn Martens,"The authors are grateful for the technical support of Dr. Vincent
Cuijpers PhD, Martijn Martens, Natasja van Dijk, Gerben Franssen,
Bianca Lemmers-van der Weem, Eric van Dinther, Edyta Swider, and Andor
Veltien BSc.",der
ACS_Appl_Mater_Interfaces/PMC5569667.nxml,J. Xu,authors;discussions;analysis;guidance;polymer;processing,"S.
Solhjoo","The authors would like to thank S.
Solhjoo for discussions of roughness analysis and J. Xu for technical
guidance on polymer processing.",like;thank
ACS_Appl_Mater_Interfaces/PMC5532685.nxml,Duco Bosma;Bart Boshuizen,support,TU Delft;LABVIEW,"We also thank
Mr. Duco Bosma and Mr. Bart Boshuizen from TU Delft for technical
and LABVIEW support.",thank
ACS_Appl_Mater_Interfaces/PMC5609120.nxml,Rob Verpaalen,authors;help;way;shape;memory;cycle,,"The authors would
like to thank Rob Verpaalen for his help in measuring one-way shape
memory cycle.",thank;measure
ACS_Appl_Mater_Interfaces/PMC5639467.nxml,I. Ronen,help;vivo;experiments,,"We are grateful to I. Ronen for help
with the in vivo experiments.",
ACS_Appl_Mater_Interfaces/PMC5639467.nxml,R. Schmidt;N. Sobel,thanks;scientist,"the
Weizmann Institute of Science","R. Schmidt thanks N. Sobel from the
Weizmann Institute of Science for hosting her as a visiting scientist.",host;visit
ACS_Appl_Mater_Interfaces/PMC5663390.nxml,Grant No,support;No;SEV-2013,the Severo Ochoa Centers of Excellence Program,"ICN2 received support from the Spanish MINECO through
the Severo Ochoa Centers of Excellence Program, under Grant No. SEV-2013-0295.",receive
ACS_Appl_Mater_Interfaces/PMC5677250.nxml,Dick Broer;Lu Gao,authors;discussions;measurements;discussion,EIS,"The authors would like
to thank Dick Broer for the fruitful discussions and Dr. Lu Gao for
the EIS measurements and discussion.",thank
ACS_Appl_Mater_Interfaces/PMC5677756.nxml,"Mark Smithers;
Rico Keim",authors;experiment;TEM;measurement,HRSEM;TEM,"The authors
thank Mr. Mark Smithers for performing the HRSEM experiment and Dr.
Rico Keim for the TEM measurement.",thank;perform
